Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
417,Daniel Theis\theisda01,C,26,BOS,23,2,15.7,2.9,5.2,.555,0.6,1.4,.406,2.3,3.8,.609,.609,0.8,1.2,.679,1.5,2.4,3.9,1.0,0.3,0.5,0.8,3.1,7.1
418,Khyri Thomas\thomakh01,SG,22,DET,5,0,5.4,0.6,1.8,.333,0.4,1.2,.333,0.2,0.6,.333,.444,0.2,0.4,.500,0.4,1.0,1.4,0.6,0.0,0.0,0.4,0.2,1.8
419,Lance Thomas\thomala01,PF,30,NYK,15,5,15.7,1.3,3.5,.358,0.3,1.4,.238,0.9,2.1,.438,.406,0.7,0.9,.846,0.5,2.0,2.5,0.5,0.7,0.2,0.7,2.1,3.6
420,Klay Thompson\thompkl01,SG,28,GSW,35,35,34.6,8.2,18.7,.440,2.5,7.4,.337,5.7,11.3,.506,.506,2.1,2.5,.830,0.3,3.7,4.1,2.1,1.1,0.7,1.8,2.0,21.0
421,Tristan Thompson\thomptr01,C,27,CLE,27,27,30.3,5.2,9.5,.551,0.0,0.0,,5.2,9.5,.551,.551,1.5,2.5,.612,5.0,6.6,11.6,2.1,0.8,0.4,1.5,2.3,12.0
422,Sindarius Thornwell\thornsi01,SG,24,LAC,19,0,5.9,0.4,1.1,.400,0.1,0.4,.143,0.4,0.7,.538,.425,0.2,0.2,1.000,0.1,1.1,1.1,0.5,0.1,0.1,0.5,1.1,1.1
423,Anthony Tolliver\tollian01,PF,33,MIN,22,0,13.7,1.3,3.1,.420,1.0,2.7,.383,0.3,0.4,.667,.587,0.5,0.7,.688,0.3,1.6,2.0,0.6,0.3,0.4,0.5,1.5,4.2
424,Karl-Anthony Towns\townska01,C,23,MIN,34,34,33.3,7.5,15.5,.487,1.8,4.6,.387,5.8,10.9,.528,.544,4.1,4.8,.852,3.0,8.6,11.6,2.7,0.9,1.7,3.1,3.6,20.9
425,Gary Trent\trentga02,SG,20,POR,3,0,6.7,1.3,4.3,.308,0.7,1.7,.400,0.7,2.7,.250,.385,0.0,0.7,.000,0.0,1.3,1.3,0.0,0.0,0.0,0.3,0.3,3.3
426,Allonzo Trier\trieral01,SG,23,NYK,28,3,23.0,3.8,8.2,.467,0.6,1.7,.375,3.2,6.5,.492,.507,2.9,3.6,.800,0.6,2.5,3.1,1.8,0.4,0.4,1.9,1.6,11.1
427,P.J. Tucker\tuckepj01,PF,33,HOU,33,33,35.0,3.0,6.8,.438,2.0,4.8,.413,1.0,1.9,.500,.585,0.4,0.6,.571,1.5,5.0,6.5,1.0,1.2,0.3,0.9,3.1,8.3
428,Evan Turner\turneev01,PG,30,POR,33,0,25.3,3.5,7.5,.462,0.1,0.9,.133,3.4,6.6,.507,.470,1.0,1.5,.680,0.7,4.3,4.9,4.1,0.6,0.4,1.9,2.0,8.1
429,Myles Turner\turnemy01,C,22,IND,34,34,28.1,5.3,10.7,.493,0.6,1.8,.361,4.6,8.9,.520,.523,1.6,2.2,.716,1.5,5.9,7.4,1.7,0.4,2.8,1.7,2.7,12.7
430,Ekpe Udoh\udohek01,C,31,UTA,22,0,5.7,0.8,0.9,.850,0.0,0.0,,0.8,0.9,.850,.850,0.2,0.5,.500,0.2,1.0,1.2,0.4,0.1,0.5,0.3,0.8,1.8
431,Tyler Ulis\ulisty01,PG,23,CHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Jonas Valanciunas\valanjo01,C,26,TOR,30,10,18.8,5.0,8.6,.575,0.3,1.0,.300,4.7,7.6,.611,.593,2.6,3.1,.819,1.8,5.4,7.2,1.0,0.4,0.8,1.3,2.7,12.8
433,Fred VanVleet\vanvlfr01,PG,24,TOR,31,9,26.0,3.7,9.0,.416,1.6,4.4,.368,2.1,4.6,.462,.505,1.1,1.4,.786,0.4,2.0,2.4,4.4,1.0,0.2,1.3,1.6,10.2
434,Noah Vonleh\vonleno01,PF,23,NYK,35,28,26.8,3.0,6.3,.471,0.8,2.0,.380,2.2,4.3,.513,.532,1.7,2.3,.716,1.9,6.6,8.4,2.2,0.7,0.9,1.3,2.7,8.4
435,Nikola Vucevic\vucevni01,C,28,ORL,32,32,31.2,8.3,16.0,.523,1.2,3.1,.390,7.1,12.8,.555,.561,2.3,2.8,.818,2.6,9.2,11.8,3.6,1.0,1.1,2.1,2.0,20.2
436,Dwyane Wade\wadedw01,SG,37,MIA,25,0,25.4,5.1,12.7,.404,1.4,4.3,.333,3.7,8.4,.440,.461,2.4,3.4,.702,1.0,2.6,3.5,3.8,0.6,0.5,2.2,1.6,14.0
437,Moritz Wagner\wagnemo01,C,21,LAL,10,0,5.8,1.1,2.8,.393,0.6,1.3,.462,0.5,1.5,.333,.500,0.3,0.6,.500,0.3,1.1,1.4,0.7,0.1,0.0,0.4,0.9,3.1
438,Kemba Walker\walkeke02,PG,28,CHO,33,33,34.9,8.5,19.8,.429,3.2,9.2,.352,5.3,10.6,.496,.511,4.9,5.9,.830,0.4,3.9,4.4,6.2,1.4,0.5,2.5,1.6,25.2
439,John Wall\walljo01,PG,28,WAS,32,32,34.5,7.7,17.3,.444,1.6,5.3,.302,6.1,12.0,.507,.490,3.8,5.5,.697,0.5,3.2,3.6,8.7,1.5,0.9,3.8,2.2,20.7
440,Tyrone Wallace\wallaty01,PG,24,LAC,24,0,9.0,1.7,3.7,.455,0.0,0.3,.000,1.7,3.4,.494,.455,0.4,0.9,.476,0.4,1.0,1.4,0.5,0.3,0.1,0.4,1.2,3.8
441,Taurean Waller-Prince\princta02,SF,24,ATL,21,20,28.7,5.2,12.1,.431,2.4,6.6,.367,2.8,5.5,.509,.531,2.1,2.6,.833,0.3,3.7,4.0,2.3,1.1,0.3,2.6,3.0,15.0
442,Brad Wanamaker\wanambr01,PG,29,BOS,13,0,7.4,1.0,2.2,.448,0.3,0.8,.364,0.7,1.4,.500,.517,0.4,0.5,.833,0.0,0.8,0.8,1.4,0.2,0.0,0.6,0.3,2.7
443,T.J. Warren\warretj01,SF,25,PHO,29,22,30.9,7.1,14.2,.501,1.9,4.2,.439,5.2,9.9,.528,.567,2.4,3.0,.826,0.8,3.4,4.2,1.4,1.0,0.8,1.1,2.8,18.5
444,Yuta Watanabe\watanyu01,SG,24,MEM,3,0,5.3,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.7,0.7,1.000,0.0,1.7,1.7,0.0,0.0,0.3,0.3,0.0,1.3
445,Thomas Welsh\welshth01,C,22,DEN,8,0,3.1,0.6,1.3,.500,0.4,0.9,.429,0.3,0.4,.667,.650,0.0,0.0,,0.0,0.4,0.4,0.4,0.0,0.0,0.1,0.1,1.6
446,Russell Westbrook\westbru01,PG,30,OKC,25,25,34.3,7.8,18.6,.422,1.2,4.7,.248,6.7,13.9,.480,.453,3.4,5.6,.612,1.4,9.3,10.7,10.2,2.7,0.2,4.6,3.6,20.2
447,Derrick White\whitede01,PG,24,SAS,26,14,21.7,2.4,6.0,.401,0.4,1.7,.256,2.0,4.4,.456,.436,0.7,0.8,.810,0.3,2.4,2.7,3.5,0.8,0.3,1.5,1.6,5.9
448,Okaro White\whiteok01,PF,26,WAS,3,0,2.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
449,Hassan Whiteside\whiteha01,C,29,MIA,28,28,26.6,5.6,10.9,.518,0.1,0.5,.154,5.6,10.4,.534,.521,1.9,4.4,.434,4.0,9.1,13.1,0.9,0.6,2.6,1.7,3.0,13.3
450,Andrew Wiggins\wiggian01,SF,23,MIN,30,30,33.2,6.1,15.2,.402,1.7,4.8,.359,4.4,10.3,.423,.459,2.7,3.6,.750,0.8,3.3,4.1,2.2,1.2,0.5,1.8,2.0,16.6
451,C.J. Williams\willicj01,SG,28,MIN,6,0,8.8,0.8,2.3,.357,0.0,1.0,.000,0.8,1.3,.625,.357,0.0,0.0,,0.0,0.3,0.3,0.5,0.2,0.0,0.5,1.7,1.7
452,Johnathan Williams\willijo04,C,23,LAL,6,0,14.2,1.8,3.2,.579,0.0,0.0,,1.8,3.2,.579,.579,0.2,0.8,.200,1.8,1.7,3.5,0.7,0.2,0.5,0.3,3.2,3.8
453,Kenrich Williams\willike04,SF,24,NOP,9,0,5.4,0.6,1.6,.357,0.1,0.3,.333,0.4,1.2,.364,.393,0.0,0.0,,0.2,0.9,1.1,0.0,0.1,0.0,0.2,1.0,1.2
454,Lou Williams\willilo02,SG,32,LAC,30,0,24.8,5.7,13.6,.417,1.3,3.4,.369,4.4,10.2,.433,.463,5.0,5.4,.920,0.5,1.9,2.4,4.9,0.6,0.1,2.5,0.9,17.6
455,Marvin Williams\willima02,PF,32,CHO,32,32,26.8,3.5,8.1,.429,1.9,4.9,.380,1.6,3.2,.505,.544,0.8,1.2,.684,0.8,4.8,5.6,1.0,0.8,0.8,0.5,2.2,9.6
456,Robert Williams\williro04,C,21,BOS,16,0,8.9,1.3,1.8,.750,0.0,0.0,,1.3,1.8,.750,.750,0.4,0.6,.600,1.1,1.7,2.8,0.1,0.2,1.6,0.4,0.9,3.0
457,Troy Williams\willitr02,SF,24,SAC,18,0,15.9,2.2,4.8,.460,0.8,2.3,.341,1.4,2.6,.565,.540,0.5,0.8,.600,0.5,2.6,3.1,0.6,0.6,0.4,0.4,1.9,5.7
458,D.J. Wilson\wilsodj01,PF,22,MIL,7,0,17.7,2.4,4.9,.500,1.1,2.4,.471,1.3,2.4,.529,.618,0.6,1.4,.400,1.1,3.1,4.3,0.4,0.4,0.4,0.3,2.6,6.6
459,Justise Winslow\winslju01,PF,22,MIA,28,15,28.3,4.2,10.1,.415,1.4,3.6,.390,2.8,6.5,.429,.484,1.4,2.1,.667,1.0,4.0,5.0,3.6,1.0,0.3,2.1,2.5,11.2
460,Christian Wood\woodch01,PF,23,MIL,6,0,6.2,1.5,2.8,.529,0.3,0.7,.500,1.2,2.2,.538,.588,0.8,1.0,.833,0.7,2.0,2.7,0.3,0.0,0.0,0.3,0.3,4.2
461,Delon Wright\wrighde01,PG,26,TOR,31,2,17.7,2.4,5.5,.427,0.6,1.9,.328,1.7,3.6,.478,.482,0.8,0.9,.893,0.8,1.8,2.6,2.0,0.7,0.3,0.8,0.9,6.1
462,Guerschon Yabusele\yabusgu01,PF,23,BOS,16,0,5.4,0.7,1.8,.379,0.1,0.7,.182,0.6,1.1,.500,.414,0.6,0.8,.750,0.4,0.6,1.0,0.4,0.3,0.1,0.1,0.8,2.1
463,Nick Young\youngni01,SG,33,DEN,4,0,9.3,0.8,2.3,.333,0.8,2.0,.375,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.3,0.5,1.0,2.3
464,Thaddeus Young\youngth01,PF,30,IND,35,35,29.8,5.2,10.2,.513,0.4,1.4,.265,4.9,8.8,.552,.531,1.3,2.1,.611,2.2,3.7,5.9,1.6,1.5,0.5,1.1,2.2,12.1
465,Trae Young\youngtr01,PG,20,ATL,33,33,29.2,5.4,14.1,.382,1.3,5.1,.254,4.1,9.0,.455,.428,3.4,4.3,.782,0.6,2.2,2.8,7.2,0.8,0.3,3.9,1.5,15.5
466,Cody Zeller\zelleco01,C,26,CHO,32,32,24.4,3.7,6.4,.571,0.1,0.4,.308,3.5,6.0,.589,.580,1.7,2.0,.841,2.1,3.9,6.0,2.0,0.7,0.7,1.2,3.3,9.1
467,Ante Zizic\zizican01,C,22,CLE,24,2,10.8,1.5,3.3,.474,0.0,0.0,,1.5,3.3,.474,.474,0.8,1.4,.606,1.2,2.2,3.4,0.5,0.1,0.3,0.9,1.3,3.9
468,Ivica Zubac\zubaciv01,C,21,LAL,14,3,12.1,2.5,3.8,.660,0.0,0.0,,2.5,3.8,.660,.660,0.5,0.6,.875,1.1,2.6,3.8,0.5,0.2,0.9,0.5,1.8,5.5
